zone_class,osm_id,centroid_lon,centroid_lat,geometry_type
residential,22826379,72.655798,23.073744,Polygon
industrial,29490335,72.517886,23.049042,Polygon
industrial,29492754,72.592679,23.071173,Polygon
open-space,49406375,72.570157,23.01095,Polygon
mixed-use,49736665,72.587033,23.023172,Polygon
residential,62531507,72.642855,23.199178,Polygon
residential,62531510,72.620004,23.208216,Polygon
residential,62531513,72.636459,23.200949,Polygon
residential,62531515,72.629052,23.202259,Polygon
residential,62553550,72.649703,23.207343,Polygon
commercial,62553551,72.656435,23.217922,Polygon
residential,80831907,72.570796,23.009616,Polygon
open-space,80831917,72.571302,23.011135,Polygon
commercial,85208812,72.637834,23.193566,Polygon
industrial,116801086,72.549576,23.165642,Polygon
residential,118695847,72.593775,23.106421,Polygon
residential,118696147,72.582134,23.096928,Polygon
residential,118696271,72.56979,23.105135,Polygon
residential,120327574,72.568458,23.105075,Polygon
residential,120327575,72.567436,23.104661,Polygon
industrial,137989387,72.559235,22.973268,Polygon
residential,142748769,72.568467,23.008448,Polygon
mixed-use,150633578,72.506554,23.019029,Polygon
residential,170607714,72.474657,23.021568,Polygon
commercial,172144073,72.552141,23.04561,Polygon
mixed-use,190709072,72.550042,23.037365,Polygon
commercial,229021673,72.498651,23.05016,Polygon
commercial,229021674,72.498413,23.050076,Polygon
commercial,229021718,72.499764,23.050652,Polygon
residential,239876591,72.642208,23.173791,Polygon
residential,239945749,72.564748,23.068371,Polygon
commercial,239946296,72.566688,23.068283,Polygon
commercial,244327265,72.536003,22.997309,Polygon
industrial,244328439,72.682153,23.032246,Polygon
industrial,244328441,72.678801,23.020974,Polygon
open-space,244342863,72.65201,23.192866,Polygon
open-space,245173457,72.606663,23.00064,Polygon
open-space,245777093,72.605607,22.998311,Polygon
residential,246026125,72.614216,23.124444,Polygon
residential,246026130,72.614162,23.12406,Polygon
residential,255198262,72.527165,23.039341,Polygon
residential,257623239,72.526924,23.038913,Polygon
mixed-use,257623327,72.528182,23.040221,Polygon
commercial,262316357,72.632011,23.196387,Polygon
commercial,279531504,72.505622,23.010711,Polygon
mixed-use,295981932,72.546177,23.033249,Polygon
commercial,297224085,72.560061,23.085782,Polygon
residential,297317215,72.564335,23.088724,Polygon
commercial,310366759,72.637866,23.192847,Polygon
residential,316004496,72.509993,23.060045,Polygon
mixed-use,316004546,72.512332,23.058103,Polygon
commercial,316004614,72.51091,23.057531,Polygon
residential,316612703,72.685363,23.108584,Polygon
commercial,317319722,72.51857,23.050829,Polygon
commercial,317319728,72.51884,23.051645,Polygon
commercial,317354139,72.571623,23.027266,Polygon
commercial,317354735,72.570843,23.024116,Polygon
residential,317354736,72.569908,23.024302,Polygon
commercial,317355346,72.572486,23.023195,Polygon
commercial,317355347,72.571946,23.023146,Polygon
commercial,317355348,72.571635,23.02314,Polygon
commercial,317356791,72.571704,23.019632,Polygon
commercial,317360797,72.570178,23.02276,Polygon
commercial,317373087,72.563927,23.023703,Polygon
commercial,317373089,72.559981,23.02412,Polygon
commercial,317473068,72.554565,23.020976,Polygon
commercial,317473070,72.557041,23.02178,Polygon
commercial,317473071,72.556818,23.02238,Polygon
commercial,317473583,72.550544,23.021896,Polygon
commercial,317473584,72.551098,23.021742,Polygon
commercial,317473927,72.555119,23.021175,Polygon
commercial,317473965,72.555704,23.023307,Polygon
commercial,317474278,72.55636,23.023036,Polygon
commercial,317474279,72.556328,23.023822,Polygon
commercial,317474280,72.556501,23.024553,Polygon
commercial,317474742,72.557175,23.026039,Polygon
commercial,317474744,72.557226,23.026416,Polygon
commercial,317476386,72.559231,23.025015,Polygon
commercial,317476730,72.559217,23.024146,Polygon
commercial,317476731,72.559385,23.024184,Polygon
commercial,317476732,72.560077,23.023575,Polygon
commercial,317476733,72.56029,23.023644,Polygon
residential,317476867,72.56117,23.02336,Polygon
commercial,317477234,72.56758,23.02211,Polygon
residential,317477558,72.561065,23.017777,Polygon
commercial,317500886,72.555255,23.023924,Polygon
commercial,317500887,72.555595,23.023685,Polygon
commercial,317500888,72.556278,23.023381,Polygon
commercial,317502587,72.557938,23.0277,Polygon
commercial,317502591,72.557742,23.02741,Polygon
commercial,317504992,72.558491,23.028907,Polygon
commercial,317504993,72.558325,23.028526,Polygon
commercial,317504994,72.55801,23.028115,Polygon
commercial,317511027,72.558111,23.029559,Polygon
residential,317511055,72.560527,23.017593,Polygon
residential,317511131,72.563387,23.015917,Polygon
residential,317511358,72.562857,23.016637,Polygon
commercial,317512411,72.556102,23.025494,Polygon
commercial,317513511,72.556353,23.026529,Polygon
commercial,317513512,72.556133,23.025899,Polygon
commercial,317518362,72.556937,23.027272,Polygon
commercial,317518363,72.557108,23.02766,Polygon
commercial,317520376,72.558199,23.026608,Polygon
commercial,317629415,72.556942,23.028138,Polygon
commercial,317629416,72.557281,23.028457,Polygon
commercial,317633435,72.558422,23.030561,Polygon
commercial,317633994,72.557158,23.030464,Polygon
residential,317658411,72.555611,23.039197,Polygon
residential,317658412,72.556069,23.039186,Polygon
residential,317658414,72.555838,23.03922,Polygon
residential,317658416,72.555349,23.039366,Polygon
residential,317667686,72.55593,23.021847,Polygon
open-space,317667687,72.557596,23.021265,Polygon
commercial,317667688,72.557204,23.021474,Polygon
commercial,317668064,72.557666,23.019992,Polygon
commercial,317766695,72.557833,23.026181,Polygon
commercial,317767221,72.559621,23.032271,Polygon
commercial,317769751,72.559262,23.032484,Polygon
commercial,317769752,72.559631,23.032472,Polygon
residential,317781540,72.567133,23.022981,Polygon
commercial,317781541,72.56724,23.022518,Polygon
residential,317781735,72.567196,23.023283,Polygon
mixed-use,317784181,72.543366,23.008377,Polygon
commercial,317790339,72.559647,23.014454,Polygon
residential,317891656,72.569889,23.023188,Polygon
commercial,317894474,72.560851,23.033699,Polygon
mixed-use,317894475,72.561646,23.032634,Polygon
commercial,317894477,72.560665,23.033498,Polygon
commercial,317901099,72.561075,23.034323,Polygon
residential,318359722,72.583773,23.025626,Polygon
commercial,318359723,72.582118,23.026258,Polygon
commercial,318359724,72.583484,23.026275,Polygon
residential,318359725,72.582244,23.025597,Polygon
commercial,318485209,72.570553,23.02182,Polygon
mixed-use,318490585,72.623361,23.02256,Polygon
residential,318501826,72.621569,23.008029,Polygon
industrial,318501827,72.617769,23.008079,Polygon
commercial,318677961,72.56094,23.034872,Polygon
commercial,318677962,72.560637,23.036446,Polygon
commercial,318677964,72.561128,23.035277,Polygon
commercial,318677965,72.560139,23.036588,Polygon
commercial,318677968,72.560222,23.03454,Polygon
residential,318677969,72.560549,23.046146,Polygon
industrial,321003774,72.644544,23.023864,Polygon
industrial,321003775,72.654663,23.025928,Polygon
industrial,321003776,72.639687,22.970002,Polygon
industrial,321003777,72.633571,22.970132,Polygon
industrial,321003778,72.644805,22.975233,Polygon
industrial,321003779,72.639554,22.957305,Polygon
industrial,321003780,72.657115,23.018198,Polygon
industrial,321003781,72.632389,22.979085,Polygon
industrial,321003782,72.669191,23.086334,Polygon
industrial,321003784,72.648436,22.96221,Polygon
industrial,321003785,72.666823,23.095202,Polygon
industrial,321003786,72.661811,23.094219,Polygon
industrial,321003787,72.660504,23.022177,Polygon
industrial,321136513,72.571136,22.997707,Polygon
industrial,321136514,72.573216,23.001946,Polygon
industrial,321136515,72.563558,22.988432,Polygon
industrial,321136516,72.576685,23.00672,Polygon
industrial,321136518,72.581174,22.963802,Polygon
industrial,321136519,72.553754,22.937035,Polygon
industrial,321136520,72.558635,22.956398,Polygon
industrial,321136521,72.578504,22.984293,Polygon
industrial,321136522,72.5869,22.997675,Polygon
industrial,321136523,72.569016,22.985747,Polygon
residential,321977943,72.445373,23.018148,Polygon
commercial,322204008,72.559009,23.028473,Polygon
residential,322218325,72.592972,23.053071,Polygon
residential,322218326,72.593674,23.051642,Polygon
residential,322227196,72.591176,23.058934,Polygon
residential,322227198,72.588875,23.057756,Polygon
mixed-use,322228066,72.587943,23.044551,Polygon
mixed-use,322229927,72.588576,23.047853,Polygon
residential,323030971,72.543888,23.01624,Polygon
residential,323031492,72.542028,23.015596,Polygon
residential,323032124,72.543081,23.014727,Polygon
residential,323032128,72.543478,23.016813,Polygon
residential,323032129,72.540975,23.016494,Polygon
residential,323037188,72.538269,23.010768,Polygon
residential,323206889,72.538339,23.011442,Polygon
residential,323234325,72.644175,23.057443,Polygon
residential,323245614,72.592617,23.060133,Polygon
residential,323245615,72.594057,23.060896,Polygon
residential,323245616,72.593202,23.057329,Polygon
residential,323431994,72.525947,23.055017,Polygon
residential,323432223,72.523073,23.055358,Polygon
commercial,323433734,72.523866,23.047626,Polygon
residential,323433737,72.525374,23.049921,Polygon
residential,323443296,72.521731,23.051984,Polygon
residential,323443469,72.520676,23.05592,Polygon
industrial,323895532,72.6046,23.040382,Polygon
commercial,324732779,72.558746,23.029388,Polygon
residential,324735706,72.567625,23.02936,Polygon
residential,324735961,72.565885,23.030025,Polygon
residential,324736022,72.56707,23.03126,Polygon
residential,324736481,72.565555,23.031612,Polygon
commercial,324736749,72.562394,23.031029,Polygon
residential,324736856,72.562393,23.030736,Polygon
residential,324736857,72.562837,23.030684,Polygon
commercial,324736981,72.562463,23.03019,Polygon
commercial,324742515,72.563304,23.030965,Polygon
commercial,324985343,72.564304,23.015009,Polygon
residential,324985547,72.564462,23.015679,Polygon
commercial,324985612,72.56562,23.015563,Polygon
commercial,324985613,72.565082,23.015076,Polygon
residential,325003222,72.570874,23.013784,Polygon
commercial,325004236,72.569667,23.013091,Polygon
commercial,325004408,72.565701,23.014351,Polygon
open-space,325014563,72.581108,23.023812,Polygon
open-space,325014564,72.581291,23.024257,Polygon
residential,325161419,72.631647,23.212041,Polygon
residential,325161420,72.633912,23.209964,Polygon
residential,325161430,72.638576,23.20944,Polygon
residential,325161460,72.640155,23.209823,Polygon
residential,325161499,72.642147,23.208437,Polygon
residential,325161570,72.641223,23.206668,Polygon
residential,325162059,72.667583,23.221121,Polygon
open-space,325162774,72.664007,23.214851,Polygon
residential,325162795,72.657011,23.198096,Polygon
residential,325166057,72.641257,23.214102,Polygon
residential,325166081,72.644856,23.212893,Polygon
residential,325168246,72.63562,23.213871,Polygon
residential,326054953,72.64402,23.210598,Polygon
commercial,326191311,72.557811,23.02905,Polygon
commercial,326191320,72.556969,23.028956,Polygon
commercial,326191789,72.559678,23.031043,Polygon
commercial,326191970,72.559924,23.031835,Polygon
commercial,326192103,72.563172,23.031361,Polygon
commercial,326192629,72.564657,23.034654,Polygon
residential,326192661,72.565671,23.034803,Polygon
commercial,326198931,72.570365,23.043709,Polygon
commercial,326199298,72.570387,23.045958,Polygon
residential,326202091,72.566248,23.05122,Polygon
residential,326486986,72.576091,23.038997,Polygon
residential,326490267,72.577001,23.042659,Polygon
residential,326490919,72.574152,23.063484,Polygon
residential,326490923,72.570985,23.063835,Polygon
residential,326491024,72.570836,23.064019,Polygon
residential,326491303,72.566098,23.060962,Polygon
residential,326491656,72.554704,23.056658,Polygon
residential,326493623,72.478451,23.017618,Polygon
residential,326493807,72.476115,23.020865,Polygon
residential,326494081,72.481345,23.02482,Polygon
industrial,326674328,72.553971,22.970658,Polygon
industrial,326676640,72.583489,23.009988,Polygon
commercial,326677145,72.580301,23.010897,Polygon
industrial,326682666,72.593169,23.012738,Polygon
industrial,326682670,72.589904,23.011999,Polygon
industrial,326682672,72.590202,23.014593,Polygon
industrial,326682673,72.588838,23.008635,Polygon
industrial,326728737,72.639072,22.995359,Polygon
industrial,326728738,72.634185,22.993704,Polygon
mixed-use,326731569,72.604846,22.999551,Polygon
residential,326731570,72.61038,23.004189,Polygon
industrial,326731584,72.614626,22.980431,Polygon
residential,326732744,72.623905,22.96393,Polygon
residential,326732745,72.623562,22.960011,Polygon
industrial,326848219,72.572003,23.090888,Polygon
industrial,326854359,72.599398,23.035885,Polygon
industrial,326854360,72.614736,23.040473,Polygon
industrial,326854361,72.622369,23.045593,Polygon
industrial,326854362,72.62816,23.047813,Polygon
industrial,326856794,72.628332,23.018499,Polygon
industrial,326861839,72.645627,23.064699,Polygon
commercial,326971217,72.580252,23.00246,Polygon
residential,327198753,72.569276,23.021108,Polygon
commercial,327198794,72.568782,23.019752,Polygon
commercial,327199144,72.570867,23.024833,Polygon
residential,327199576,72.571659,23.029598,Polygon
residential,327199578,72.571312,23.029587,Polygon
residential,327199579,72.57169,23.030033,Polygon
residential,327199580,72.571299,23.029986,Polygon
commercial,327199727,72.570857,23.029852,Polygon
residential,327199740,72.569918,23.029797,Polygon
residential,327199750,72.569255,23.029785,Polygon
commercial,327199782,72.570257,23.030975,Polygon
commercial,327199820,72.569787,23.031453,Polygon
commercial,327199970,72.569905,23.031798,Polygon
commercial,327199981,72.569759,23.032285,Polygon
residential,327200897,72.593914,23.062422,Polygon
residential,327202684,72.597812,23.058131,Polygon
residential,327203925,72.599066,23.057917,Polygon
residential,327203956,72.599535,23.055924,Polygon
commercial,327204068,72.604532,23.05166,Polygon
residential,327204134,72.602939,23.053891,Polygon
residential,327204349,72.607187,23.056341,Polygon
industrial,327226542,72.622458,23.095937,Polygon
residential,327564358,72.579951,23.033475,Polygon
residential,327564521,72.578475,23.036734,Polygon
residential,327564546,72.57774,23.039455,Polygon
commercial,327565353,72.566646,23.017134,Polygon
residential,327565354,72.56583,23.017385,Polygon
residential,327565721,72.565929,23.018318,Polygon
residential,327565935,72.564197,23.018288,Polygon
residential,327566190,72.564149,23.018865,Polygon
residential,327566304,72.565327,23.019263,Polygon
open-space,327569077,72.621895,23.018713,Polygon
residential,327569223,72.621688,23.021343,Polygon
residential,327569359,72.620326,23.021525,Polygon
commercial,327581609,72.569333,23.018711,Polygon
residential,328549191,72.619807,23.061126,Polygon
mixed-use,328551551,72.552215,23.037389,Polygon
residential,328552087,72.551319,23.040704,Polygon
mixed-use,328552718,72.543905,23.037229,Polygon
mixed-use,328552719,72.547705,23.039732,Polygon
commercial,328553270,72.540258,23.04463,Polygon
residential,328553454,72.530387,23.03646,Polygon
open-space,328554535,72.536724,23.040248,Polygon
residential,328729111,72.538197,23.012161,Polygon
residential,328729458,72.534732,23.013463,Polygon
residential,328729562,72.535553,23.013992,Polygon
residential,328729839,72.536118,23.013586,Polygon
commercial,328730021,72.5371,23.010915,Polygon
residential,328730053,72.534909,23.010391,Polygon
residential,328730102,72.532698,23.010354,Polygon
residential,328730374,72.526565,23.017255,Polygon
residential,328733675,72.551119,23.003681,Polygon
residential,328735336,72.546898,22.998669,Polygon
residential,328735365,72.54831,22.999185,Polygon
residential,328736698,72.55213,23.001232,Polygon
commercial,328739032,72.588123,23.022857,Polygon
residential,328739033,72.549691,22.999621,Polygon
commercial,328749927,72.58626,23.024222,Polygon
residential,328749949,72.584619,23.025089,Polygon
residential,328749960,72.584105,23.02513,Polygon
residential,328750004,72.584945,23.025657,Polygon
commercial,328750904,72.585632,23.026493,Polygon
residential,328751658,72.585019,23.024721,Polygon
commercial,328752064,72.585135,23.024397,Polygon
residential,328752746,72.58527,23.023784,Polygon
commercial,328752828,72.579818,23.024329,Polygon
commercial,328753562,72.582029,23.026866,Polygon
commercial,328753743,72.584266,23.030203,Polygon
residential,328753790,72.584139,23.029601,Polygon
commercial,328753886,72.585316,23.027579,Polygon
commercial,328754010,72.584951,23.026381,Polygon
residential,328755363,72.593942,23.026015,Polygon
residential,328756157,72.590009,23.031276,Polygon
residential,328909190,72.590375,23.026896,Polygon
residential,329849018,72.604069,23.057037,Polygon
residential,329849253,72.601897,23.056322,Polygon
residential,329849287,72.599353,23.05892,Polygon
residential,329849386,72.596775,23.059924,Polygon
residential,329852553,72.599104,23.066169,Polygon
residential,329852763,72.603367,23.073741,Polygon
residential,329853295,72.595389,23.063391,Polygon
residential,329853386,72.600915,23.057216,Polygon
residential,330922768,72.596141,23.023785,Polygon
residential,330922809,72.592721,23.023438,Polygon
residential,330923421,72.590045,23.019684,Polygon
residential,330923852,72.585923,23.022464,Polygon
residential,330923853,72.58746,23.026259,Polygon
residential,330925430,72.549962,23.016075,Polygon
residential,330925431,72.562595,23.018242,Polygon
commercial,330925992,72.556156,23.019096,Polygon
residential,330925993,72.555855,23.018769,Polygon
residential,330926314,72.555594,23.017094,Polygon
residential,330926401,72.547803,23.016177,Polygon
residential,330926584,72.552335,23.013575,Polygon
residential,330927114,72.554284,23.01077,Polygon
commercial,330929837,72.559547,23.013598,Polygon
commercial,330930090,72.562903,23.01009,Polygon
residential,330930976,72.565769,23.005569,Polygon
residential,330931057,72.564615,23.007823,Polygon
residential,330931415,72.558322,23.00424,Polygon
residential,330931457,72.56754,22.996703,Polygon
commercial,331652566,72.504426,23.01545,Polygon
commercial,331652567,72.504358,23.014612,Polygon
commercial,331652579,72.503684,23.013106,Polygon
residential,331654812,72.505489,23.01507,Polygon
residential,332128318,72.511764,23.034329,Polygon
residential,332254109,72.585173,23.017685,Polygon
residential,332254378,72.584861,23.016132,Polygon
residential,332254444,72.57952,23.019312,Polygon
residential,332254590,72.581799,23.017012,Polygon
residential,332254735,72.584585,23.018924,Polygon
industrial,332255558,72.587424,23.010921,Polygon
commercial,332255635,72.586026,23.011371,Polygon
residential,332256892,72.586209,23.00981,Polygon
residential,332257202,72.585693,23.014018,Polygon
residential,332257968,72.586515,23.012761,Polygon
residential,332258096,72.590196,23.01107,Polygon
commercial,332258106,72.580071,23.012452,Polygon
residential,332258531,72.587732,23.017366,Polygon
commercial,332260177,72.598037,23.026188,Polygon
residential,332260178,72.597393,23.026418,Polygon
commercial,332260179,72.588336,23.024288,Polygon
commercial,332260181,72.599205,23.027305,Polygon
commercial,332260182,72.590393,23.02483,Polygon
commercial,332260184,72.589105,23.024332,Polygon
residential,332260936,72.591617,23.029922,Polygon
residential,332261838,72.594751,23.031666,Polygon
residential,332261840,72.594562,23.032228,Polygon
residential,332262271,72.596252,23.020851,Polygon
mixed-use,332262395,72.59917,23.024504,Polygon
commercial,332262410,72.599258,23.02924,Polygon
commercial,332262593,72.5989,23.032605,Polygon
commercial,332262932,72.597766,23.033087,Polygon
commercial,332263299,72.599176,23.018434,Polygon
residential,333812634,72.585621,23.028593,Polygon
commercial,333812705,72.586433,23.027617,Polygon
residential,333813481,72.589091,23.029406,Polygon
residential,333813695,72.586909,23.029841,Polygon
residential,333814180,72.588432,23.032733,Polygon
commercial,333814276,72.586806,23.032975,Polygon
commercial,333814575,72.584267,23.032664,Polygon
residential,333815232,72.581088,23.031501,Polygon
residential,333816594,72.58677,23.034249,Polygon
residential,333817543,72.588201,23.036269,Polygon
commercial,333818644,72.576338,23.033447,Polygon
commercial,333818761,72.577759,23.033341,Polygon
residential,333819063,72.578799,23.028901,Polygon
commercial,333819590,72.576612,23.031273,Polygon
residential,333820429,72.581204,23.029335,Polygon
commercial,333820728,72.58222,23.028441,Polygon
commercial,333820923,72.580132,23.028072,Polygon
commercial,333821051,72.578637,23.027414,Polygon
open-space,333821249,72.579603,23.027462,Polygon
residential,333821707,72.578271,23.023856,Polygon
commercial,333822651,72.579335,23.031689,Polygon
residential,333823237,72.577673,23.040486,Polygon
residential,333823238,72.57747,23.041167,Polygon
residential,333823666,72.581343,23.041299,Polygon
residential,333824117,72.579313,23.047409,Polygon
residential,333824128,72.579571,23.041969,Polygon
residential,333824136,72.579565,23.043347,Polygon
residential,333824148,72.581437,23.044044,Polygon
residential,333824667,72.584993,23.039123,Polygon
residential,333824841,72.581099,23.039613,Polygon
residential,333826287,72.583911,23.041255,Polygon
commercial,333826291,72.579001,23.03978,Polygon
residential,333831077,72.603446,23.048283,Polygon
residential,333831078,72.598691,23.049906,Polygon
commercial,334470476,72.530945,23.046604,Polygon
residential,334470479,72.537159,23.047239,Polygon
commercial,334470481,72.530786,23.047407,Polygon
commercial,334470503,72.530878,23.046768,Polygon
commercial,334471857,72.540253,23.046363,Polygon
commercial,334471859,72.539672,23.04616,Polygon
commercial,334471860,72.54018,23.046385,Polygon
commercial,334472100,72.540256,23.043687,Polygon
commercial,334472101,72.540042,23.043233,Polygon
commercial,334472102,72.539346,23.043635,Polygon
commercial,334472103,72.540327,23.04414,Polygon
residential,334982723,72.584159,23.022942,Polygon
commercial,334984505,72.584334,23.020489,Polygon
residential,334986334,72.580333,23.019036,Polygon
residential,334986998,72.578986,23.013589,Polygon
residential,334987274,72.584975,23.005296,Polygon
commercial,334990699,72.576999,22.997617,Polygon
residential,334990802,72.571545,22.999071,Polygon
residential,334992248,72.572953,23.003165,Polygon
residential,334994610,72.545187,23.018518,Polygon
residential,334995864,72.542708,23.0135,Polygon
residential,334995865,72.536813,23.017727,Polygon
residential,334995866,72.542811,23.016772,Polygon
residential,334995980,72.540254,23.019216,Polygon
residential,334996110,72.540369,23.018381,Polygon
residential,334996111,72.540432,23.017985,Polygon
residential,334996112,72.540492,23.017585,Polygon
residential,334996113,72.54053,23.017207,Polygon
residential,334996711,72.525749,23.018596,Polygon
residential,334996712,72.525086,23.022563,Polygon
residential,335009648,72.539722,23.021012,Polygon
commercial,335010191,72.543429,23.021466,Polygon
residential,335022731,72.62869,23.21472,Polygon
commercial,335568442,72.530975,23.023678,Polygon
residential,335568443,72.532103,23.023367,Polygon
residential,335569908,72.532922,23.024811,Polygon
commercial,335569909,72.531199,23.024657,Polygon
residential,335569910,72.531283,23.02494,Polygon
residential,335570006,72.532025,23.026352,Polygon
residential,335570125,72.583242,23.043242,Polygon
residential,335570126,72.583478,23.044566,Polygon
residential,335570127,72.582529,23.045938,Polygon
commercial,335570668,72.569383,23.032646,Polygon
residential,335736163,72.518416,23.010417,Polygon
residential,335736512,72.526929,23.012226,Polygon
residential,335736606,72.518172,23.012287,Polygon
residential,335736673,72.518792,23.008878,Polygon
residential,335736780,72.52374,23.009449,Polygon
residential,335744195,72.51525,23.039597,Polygon
residential,335744203,72.516763,23.03916,Polygon
residential,335744335,72.524282,23.04419,Polygon
residential,335746101,72.511285,23.044424,Polygon
residential,335747416,72.582582,23.063421,Polygon
residential,336330064,72.537138,23.004438,Polygon
residential,336332300,72.528446,23.004128,Polygon
residential,336335581,72.55026,23.021356,Polygon
commercial,336335957,72.55411,23.01988,Polygon
residential,336336560,72.552966,23.023117,Polygon
commercial,336336994,72.554114,23.021631,Polygon
residential,336337408,72.55494,23.020387,Polygon
residential,336338060,72.533121,23.019171,Polygon
residential,336338556,72.529468,23.017811,Polygon
commercial,336340488,72.529704,23.018123,Polygon
commercial,336340489,72.529786,23.016383,Polygon
commercial,336340490,72.529692,23.01737,Polygon
residential,336340799,72.529372,23.015247,Polygon
commercial,336341057,72.530074,23.015255,Polygon
residential,336341323,72.527234,23.01486,Polygon
residential,336346940,72.505123,23.008688,Polygon
residential,336347222,72.533894,23.027418,Polygon
residential,336347627,72.537445,23.027298,Polygon
residential,336347796,72.543507,23.023763,Polygon
commercial,336351623,72.544455,23.025582,Polygon
residential,336351871,72.558368,23.021554,Polygon
commercial,336353829,72.499775,22.993915,Polygon
residential,336359949,72.546532,23.020018,Polygon
residential,337374560,72.626504,23.218932,Polygon
residential,337375508,72.634102,23.217384,Polygon
mixed-use,337790124,72.640856,23.218333,Polygon
open-space,338752478,72.670379,23.195193,Polygon
open-space,338752479,72.674196,23.215351,Polygon
residential,338778398,72.633385,23.212742,Polygon
residential,338782450,72.618958,23.22603,Polygon
open-space,338817493,72.686035,23.217454,Polygon
commercial,338847130,72.635102,23.192966,Polygon
residential,338847131,72.610137,23.196282,Polygon
residential,338847132,72.64417,23.189539,Polygon
residential,338983788,72.541376,23.027431,Polygon
residential,338983789,72.541912,23.023994,Polygon
commercial,338983790,72.508809,23.025946,Polygon
residential,338983791,72.5321,23.013433,Polygon
residential,338983792,72.509752,23.024616,Polygon
residential,338983793,72.545229,23.029218,Polygon
residential,338983794,72.509498,23.021573,Polygon
residential,338983795,72.512819,23.025124,Polygon
residential,338983796,72.54197,23.005619,Polygon
residential,338983797,72.510735,23.017823,Polygon
residential,338983799,72.526163,23.027512,Polygon
residential,338983800,72.513475,23.003895,Polygon
residential,338983801,72.530139,23.010016,Polygon
residential,338983802,72.537731,23.023943,Polygon
residential,338983803,72.5224,23.033863,Polygon
residential,339556193,72.618292,23.040791,Polygon
residential,339556750,72.616662,23.026142,Polygon
residential,339563605,72.627077,23.021608,Polygon
residential,339563606,72.616745,23.024134,Polygon
residential,339563607,72.611101,23.026359,Polygon
commercial,339731584,72.529884,23.028069,Polygon
residential,339734571,72.626917,23.182896,Polygon
commercial,339747646,72.627727,23.19234,Polygon
residential,339747755,72.615146,23.184288,Polygon
residential,340047969,72.512115,23.014874,Polygon
residential,340384043,72.552708,23.011905,Polygon
mixed-use,342464429,72.570647,23.01975,Polygon
residential,343143989,72.59064,23.078855,Polygon
residential,343143991,72.591832,23.079268,Polygon
residential,343143993,72.59121,23.077481,Polygon
residential,343143995,72.593413,23.077754,Polygon
residential,343143996,72.593392,23.078487,Polygon
residential,343143997,72.593883,23.078822,Polygon
residential,343146002,72.590712,23.080519,Polygon
residential,343148383,72.59287,23.080026,Polygon
commercial,343148384,72.593132,23.0799,Polygon
commercial,343149342,72.590984,23.083804,Polygon
commercial,343149344,72.58775,23.081261,Polygon
residential,343431419,72.612378,22.994145,Polygon
residential,344954255,72.534617,23.00782,Polygon
residential,344954256,72.539235,23.009331,Polygon
residential,345873303,72.520262,23.044141,Polygon
residential,347622489,72.553095,23.034711,Polygon
commercial,358334194,72.56054,23.037157,Polygon
commercial,358334195,72.560472,23.037019,Polygon
mixed-use,361583946,72.659913,23.151732,Polygon
mixed-use,361583948,72.665664,23.15518,Polygon
open-space,362762678,72.558447,23.029947,Polygon
commercial,362901051,72.563016,23.035406,Polygon
residential,364849584,72.634242,23.031582,Polygon
residential,364912776,72.469588,23.019735,Polygon
commercial,365045087,72.471561,23.023871,Polygon
residential,365045091,72.469986,23.019768,Polygon
residential,365045095,72.46936,23.019168,Polygon
residential,365045096,72.470107,23.019362,Polygon
residential,365045098,72.471503,23.017227,Polygon
residential,365045099,72.47136,23.017706,Polygon
residential,365045101,72.471201,23.017144,Polygon
residential,365045103,72.469228,23.019577,Polygon
residential,365045105,72.469747,23.019207,Polygon
commercial,365065629,72.475298,23.017233,Polygon
commercial,365522459,72.456385,23.006936,Polygon
commercial,366112371,72.511292,23.032358,Polygon
commercial,366112500,72.510936,23.032474,Polygon
commercial,366249829,72.511364,23.036079,Polygon
commercial,366249832,72.511252,23.03583,Polygon
commercial,366249862,72.509882,23.033089,Polygon
commercial,366249870,72.509643,23.032414,Polygon
commercial,366249886,72.512436,23.03793,Polygon
commercial,366249897,72.511127,23.034538,Polygon
commercial,366249898,72.510579,23.034009,Polygon
commercial,366249900,72.511671,23.036673,Polygon
residential,366250215,72.497904,23.049234,Polygon
residential,366250222,72.498336,23.048506,Polygon
residential,366250223,72.498181,23.048933,Polygon
residential,366250224,72.497895,23.048453,Polygon
residential,366250225,72.497273,23.048263,Polygon
residential,366250227,72.497918,23.048888,Polygon
residential,366250228,72.498489,23.048693,Polygon
residential,366250240,72.497455,23.048212,Polygon
residential,366250241,72.497691,23.047827,Polygon
residential,366250244,72.49862,23.049472,Polygon
residential,366250245,72.498561,23.049741,Polygon
residential,366250266,72.497339,23.048494,Polygon
residential,366250268,72.498309,23.048349,Polygon
residential,366250278,72.498457,23.048177,Polygon
residential,366250282,72.497625,23.050172,Polygon
residential,366250283,72.497934,23.047786,Polygon
residential,366250286,72.497853,23.050336,Polygon
residential,366250294,72.498257,23.049458,Polygon
residential,366250295,72.498506,23.048327,Polygon
residential,366250299,72.498529,23.048474,Polygon
residential,366250305,72.497327,23.048655,Polygon
residential,366250307,72.497706,23.048038,Polygon
residential,366250316,72.49753,23.048544,Polygon
residential,366250319,72.498077,23.047979,Polygon
residential,366250320,72.49742,23.04921,Polygon
residential,366250321,72.497644,23.050317,Polygon
residential,366250324,72.497905,23.047989,Polygon
