zone_class,osm_id,centroid_lon,centroid_lat,geometry_type
residential,1306515128,72.598612,23.019965,Polygon
residential,1306515132,72.595563,23.016427,Polygon
residential,1306515133,72.593884,23.015701,Polygon
residential,1306515142,72.598551,23.013692,Polygon
commercial,1306515143,72.596663,23.014954,Polygon
commercial,1306515150,72.601512,23.016001,Polygon
residential,1306515160,72.594914,23.013681,Polygon
residential,1306515161,72.595465,23.01451,Polygon
residential,1306515162,72.592556,23.01182,Polygon
residential,1306515163,72.595591,23.011523,Polygon
residential,1306515164,72.596635,23.008981,Polygon
residential,1306515165,72.594393,23.008601,Polygon
residential,1306515168,72.592317,23.006699,Polygon
commercial,1306515170,72.581047,23.008821,Polygon
residential,1306515173,72.596297,23.004818,Polygon
residential,1306515184,72.605882,23.005519,Polygon
residential,1306595345,72.600007,23.022589,Polygon
residential,1306595346,72.598212,23.024527,Polygon
residential,1306595347,72.599753,23.030335,Polygon
residential,1307181115,72.515848,23.042054,Polygon
residential,1307181116,72.518086,23.043108,Polygon
commercial,1307188437,72.512796,23.038499,Polygon
commercial,1307188438,72.513601,23.040406,Polygon
residential,1307254414,72.527096,23.042508,Polygon
residential,1307451872,72.528762,23.040624,Polygon
commercial,1307451873,72.52911,23.040086,Polygon
commercial,1307451874,72.53073,23.039499,Polygon
residential,1307451875,72.532841,23.037002,Polygon
residential,1307451877,72.530391,23.030108,Polygon
residential,1307480581,72.583385,23.055592,Polygon
residential,1307480582,72.58562,23.054556,Polygon
residential,1307480597,72.590042,23.04421,Polygon
residential,1307480598,72.594778,23.043398,Polygon
commercial,1307480599,72.593807,23.038844,Polygon
industrial,1307480600,72.597506,23.040964,Polygon
residential,1307480601,72.59821,23.039997,Polygon
commercial,1307480602,72.597815,23.03896,Polygon
residential,1307480607,72.598535,23.039042,Polygon
residential,1307480608,72.599415,23.038668,Polygon
residential,1307480609,72.598115,23.037897,Polygon
residential,1307480610,72.60143,23.01394,Polygon
residential,1307480618,72.612699,23.004538,Polygon
residential,1307480619,72.615924,23.00283,Polygon
industrial,1307480628,72.613529,23.010168,Polygon
industrial,1307480629,72.612992,23.009771,Polygon
industrial,1307480630,72.612995,23.009532,Polygon
industrial,1307480631,72.612989,23.009274,Polygon
industrial,1307480632,72.612955,23.008979,Polygon
industrial,1307480634,72.611916,23.008537,Polygon
industrial,1307480635,72.612401,23.008435,Polygon
industrial,1307480636,72.611268,23.007987,Polygon
industrial,1307480637,72.611697,23.007684,Polygon
industrial,1307480638,72.612412,23.007656,Polygon
industrial,1307480639,72.614566,23.009265,Polygon
industrial,1307480640,72.613933,23.008697,Polygon
industrial,1307480641,72.614769,23.008896,Polygon
industrial,1307480642,72.614456,23.00862,Polygon
industrial,1307480643,72.614459,23.008294,Polygon
industrial,1307480644,72.611574,23.007012,Polygon
residential,1307501868,72.614893,23.000847,Polygon
residential,1307501869,72.612871,22.999585,Polygon
residential,1307501873,72.61549,22.996537,Polygon
residential,1307501890,72.620911,22.995312,Polygon
residential,1307501894,72.61815,23.000111,Polygon
residential,1307501904,72.617938,22.993149,Polygon
residential,1307501919,72.621653,22.999562,Polygon
residential,1307501921,72.60766,23.01062,Polygon
residential,1307501922,72.608209,23.01274,Polygon
residential,1307501923,72.610549,23.01281,Polygon
industrial,1307501924,72.610395,23.01259,Polygon
residential,1307501925,72.613649,23.012983,Polygon
residential,1307501926,72.609617,23.014867,Polygon
residential,1307501929,72.613339,23.014397,Polygon
residential,1307501930,72.616435,23.012797,Polygon
residential,1307501931,72.617519,23.013625,Polygon
residential,1307501932,72.614938,23.013703,Polygon
residential,1307501933,72.615212,23.015231,Polygon
residential,1307501934,72.617488,23.014125,Polygon
residential,1307501935,72.617644,23.015256,Polygon
industrial,1307501936,72.617066,23.015911,Polygon
residential,1307501937,72.618255,23.016282,Polygon
residential,1307501938,72.617263,23.018303,Polygon
residential,1307501950,72.616513,23.020901,Polygon
residential,1307501951,72.614684,23.019043,Polygon
residential,1307501952,72.614477,23.016304,Polygon
residential,1307501953,72.615942,23.016565,Polygon
residential,1307501956,72.611788,23.01803,Polygon
industrial,1307501957,72.608926,23.017289,Polygon
residential,1307501959,72.606294,23.015784,Polygon
industrial,1307916508,72.603281,23.019836,Polygon
residential,1307916509,72.603826,23.020226,Polygon
residential,1307916510,72.605714,23.019906,Polygon
industrial,1307916511,72.605263,23.019103,Polygon
residential,1307916512,72.606553,23.020312,Polygon
residential,1307916513,72.607697,23.019009,Polygon
residential,1307916514,72.608537,23.020221,Polygon
industrial,1307916515,72.608355,23.019697,Polygon
residential,1307916516,72.611098,23.020494,Polygon
residential,1307916517,72.604538,23.021689,Polygon
residential,1307916525,72.607835,23.021539,Polygon
residential,1307916526,72.609114,23.022737,Polygon
residential,1307916527,72.610713,23.024235,Polygon
residential,1307916528,72.613588,23.029316,Polygon
residential,1307916529,72.612827,23.031308,Polygon
residential,1307916530,72.608874,23.027362,Polygon
residential,1307916531,72.608776,23.030314,Polygon
residential,1307916532,72.606039,23.027506,Polygon
residential,1307916533,72.604888,23.025816,Polygon
residential,1307916534,72.604205,23.029742,Polygon
residential,1307916535,72.606123,23.031514,Polygon
residential,1307916538,72.605897,23.033114,Polygon
residential,1307916540,72.605501,23.034122,Polygon
residential,1308096238,72.608051,23.016479,Polygon
commercial,1308278284,72.656411,22.996779,Polygon
commercial,1308309287,72.656396,23.000322,Polygon
commercial,1308657894,72.651755,23.002534,Polygon
commercial,1308749886,72.618604,23.010908,Polygon
commercial,1308749887,72.618283,23.01107,Polygon
commercial,1308749888,72.617947,23.011215,Polygon
commercial,1308749889,72.618184,23.011947,Polygon
commercial,1308749890,72.618134,23.011608,Polygon
commercial,1308749891,72.618575,23.011996,Polygon
commercial,1308749892,72.618364,23.011509,Polygon
commercial,1308749893,72.618733,23.011532,Polygon
industrial,1308749894,72.619131,23.01184,Polygon
commercial,1308749895,72.619103,23.011144,Polygon
industrial,1308749896,72.619939,23.010688,Polygon
commercial,1308749897,72.620061,23.010652,Polygon
commercial,1308749898,72.620152,23.010624,Polygon
commercial,1308749899,72.620228,23.010594,Polygon
residential,1308749900,72.62026,23.010725,Polygon
commercial,1308749901,72.620325,23.010585,Polygon
commercial,1308749902,72.620381,23.010557,Polygon
commercial,1308749903,72.620276,23.010593,Polygon
commercial,1308749904,72.620422,23.01054,Polygon
residential,1308749905,72.620153,23.010753,Polygon
residential,1308749906,72.620182,23.010866,Polygon
residential,1308749907,72.620229,23.010863,Polygon
residential,1308749908,72.62026,23.010983,Polygon
residential,1308749909,72.620068,23.010891,Polygon
residential,1308749910,72.620021,23.010911,Polygon
residential,1308749911,72.620114,23.010856,Polygon
residential,1308749912,72.620121,23.010915,Polygon
residential,1308749913,72.620155,23.010991,Polygon
residential,1308749914,72.620337,23.010959,Polygon
residential,1308749915,72.620385,23.010699,Polygon
residential,1308749916,72.620422,23.010692,Polygon
residential,1308749917,72.620465,23.010679,Polygon
residential,1308749918,72.620501,23.010787,Polygon
residential,1308749919,72.620443,23.01078,Polygon
residential,1308749920,72.620531,23.010968,Polygon
residential,1308749921,72.620453,23.010944,Polygon
commercial,1308749922,72.620445,23.011104,Polygon
commercial,1308749923,72.620345,23.0111,Polygon
commercial,1308749924,72.620506,23.010525,Polygon
commercial,1308749925,72.620559,23.010511,Polygon
residential,1308749926,72.620546,23.010641,Polygon
residential,1308749927,72.620571,23.010753,Polygon
residential,1308749928,72.620593,23.010635,Polygon
residential,1308749929,72.620619,23.010735,Polygon
residential,1308749930,72.620605,23.010867,Polygon
residential,1308749931,72.620633,23.010972,Polygon
commercial,1308749932,72.620628,23.010492,Polygon
commercial,1308749933,72.620663,23.010481,Polygon
commercial,1308749934,72.6207,23.010469,Polygon
commercial,1308749935,72.620734,23.010456,Polygon
residential,1308749936,72.620662,23.010611,Polygon
residential,1308749937,72.620694,23.010603,Polygon
residential,1308749938,72.620733,23.010598,Polygon
residential,1308749939,72.620689,23.010716,Polygon
residential,1308749940,72.620764,23.010706,Polygon
residential,1308749941,72.620798,23.010695,Polygon
residential,1308749942,72.620689,23.010853,Polygon
residential,1308749943,72.620722,23.010845,Polygon
commercial,1308749944,72.620758,23.010833,Polygon
residential,1308749945,72.620723,23.010973,Polygon
residential,1308749946,72.620758,23.010963,Polygon
residential,1308749947,72.620795,23.010958,Polygon
residential,1308749948,72.6208,23.01105,Polygon
residential,1308749949,72.620892,23.010793,Polygon
residential,1308749950,72.620909,23.01091,Polygon
residential,1308749951,72.620861,23.010909,Polygon
residential,1308749952,72.620896,23.011035,Polygon
commercial,1308749953,72.620925,23.011148,Polygon
commercial,1308749954,72.62089,23.011158,Polygon
commercial,1308749955,72.620825,23.011173,Polygon
commercial,1308749956,72.620977,23.011137,Polygon
commercial,1308749957,72.620557,23.011138,Polygon
commercial,1308749958,72.620686,23.011156,Polygon
commercial,1308749959,72.620771,23.011191,Polygon
residential,1308749960,72.620662,23.011066,Polygon
commercial,1308749961,72.62055,23.011254,Polygon
commercial,1308749962,72.620572,23.011313,Polygon
commercial,1308749963,72.620609,23.011426,Polygon
commercial,1308749964,72.620783,23.011321,Polygon
commercial,1308749965,72.620767,23.011457,Polygon
commercial,1308749966,72.620649,23.011545,Polygon
residential,1308749967,72.620814,23.010559,Polygon
commercial,1308749968,72.620783,23.010458,Polygon
commercial,1308749969,72.62108,23.010936,Polygon
commercial,1308749970,72.620969,23.01064,Polygon
commercial,1308749971,72.620925,23.011435,Polygon
commercial,1308749972,72.621108,23.011358,Polygon
residential,1308749973,72.621331,23.010262,Polygon
residential,1308749974,72.621399,23.010269,Polygon
residential,1308749975,72.621471,23.010269,Polygon
residential,1308749976,72.621567,23.010249,Polygon
residential,1308749977,72.621684,23.010201,Polygon
commercial,1308749978,72.621769,23.0105,Polygon
residential,1308749979,72.621234,23.010328,Polygon
residential,1308749980,72.621316,23.010436,Polygon
residential,1308749981,72.621321,23.010555,Polygon
residential,1308749982,72.62133,23.010696,Polygon
residential,1308749983,72.621338,23.010806,Polygon
residential,1308749984,72.621351,23.010892,Polygon
residential,1308749985,72.621486,23.010441,Polygon
residential,1308749986,72.621492,23.010528,Polygon
residential,1308749987,72.621499,23.010594,Polygon
residential,1308749988,72.621501,23.010658,Polygon
residential,1308749989,72.621509,23.010717,Polygon
residential,1308749990,72.621514,23.010787,Polygon
residential,1308749991,72.621513,23.010875,Polygon
residential,1308749992,72.621316,23.011217,Polygon
residential,1308749993,72.621302,23.011077,Polygon
residential,1308749994,72.621344,23.011073,Polygon
residential,1308749995,72.621384,23.011066,Polygon
residential,1308749996,72.621425,23.011056,Polygon
residential,1308749997,72.621461,23.011052,Polygon
residential,1308749998,72.621499,23.011045,Polygon
residential,1308749999,72.621536,23.011042,Polygon
residential,1308750000,72.621574,23.011035,Polygon
residential,1308750001,72.621616,23.01103,Polygon
residential,1308750002,72.621377,23.011208,Polygon
residential,1308750003,72.621448,23.011201,Polygon
residential,1308750004,72.621484,23.011194,Polygon
residential,1308750005,72.621521,23.011192,Polygon
residential,1308750006,72.621585,23.011194,Polygon
residential,1308750007,72.62166,23.011184,Polygon
residential,1308750008,72.621656,23.01105,Polygon
residential,1308750009,72.621685,23.010948,Polygon
residential,1308750010,72.62174,23.01092,Polygon
residential,1308750011,72.621757,23.01104,Polygon
commercial,1308750012,72.618252,23.011351,Polygon
residential,1308750013,72.620562,23.010792,Polygon
residential,1308753189,72.622009,23.010745,Polygon
residential,1308753190,72.622086,23.011023,Polygon
residential,1308753191,72.622268,23.01098,Polygon
residential,1308753192,72.622481,23.010945,Polygon
residential,1308753193,72.62264,23.010771,Polygon
residential,1308753194,72.622929,23.010771,Polygon
residential,1308753195,72.623047,23.010719,Polygon
residential,1308753196,72.623136,23.010701,Polygon
residential,1308753197,72.62321,23.010669,Polygon
residential,1308753198,72.623301,23.010653,Polygon
residential,1308753199,72.623394,23.010611,Polygon
residential,1308753200,72.623472,23.010609,Polygon
residential,1308753201,72.623555,23.010564,Polygon
residential,1308753202,72.623626,23.010543,Polygon
residential,1308753203,72.623724,23.010515,Polygon
residential,1308753204,72.622984,23.010554,Polygon
residential,1308753205,72.623102,23.010515,Polygon
residential,1308753206,72.623193,23.010487,Polygon
residential,1308753207,72.623262,23.010465,Polygon
residential,1308753208,72.623379,23.010429,Polygon
residential,1308753209,72.623545,23.010372,Polygon
residential,1308753212,72.623307,23.00998,Polygon
residential,1308753213,72.623334,23.010174,Polygon
residential,1308753214,72.62313,23.010248,Polygon
residential,1308753215,72.622956,23.010271,Polygon
residential,1308753216,72.622864,23.010348,Polygon
residential,1308753217,72.622735,23.010343,Polygon
residential,1308753219,72.622773,23.009832,Polygon
commercial,1308753220,72.621975,23.010005,Polygon
commercial,1308753221,72.622123,23.009905,Polygon
commercial,1308753222,72.622155,23.009897,Polygon
commercial,1308753223,72.62219,23.009885,Polygon
commercial,1308753224,72.622222,23.009876,Polygon
commercial,1308753225,72.622436,23.009821,Polygon
commercial,1308753226,72.622414,23.00993,Polygon
commercial,1308753227,72.62189,23.01008,Polygon
residential,1308753228,72.621941,23.010237,Polygon
commercial,1308753229,72.62213,23.01057,Polygon
commercial,1308753230,72.622131,23.009988,Polygon
commercial,1308753231,72.622132,23.010083,Polygon
commercial,1308753232,72.622148,23.010201,Polygon
commercial,1308753233,72.622271,23.009959,Polygon
commercial,1308753234,72.622276,23.010024,Polygon
commercial,1308753235,72.622287,23.010092,Polygon
commercial,1308753236,72.622432,23.010258,Polygon
commercial,1308753237,72.622373,23.010069,Polygon
commercial,1308753238,72.622387,23.010142,Polygon
commercial,1308753239,72.622529,23.010142,Polygon
commercial,1308753240,72.622362,23.010245,Polygon
commercial,1308753241,72.622306,23.010188,Polygon
commercial,1308753242,72.622083,23.010354,Polygon
commercial,1308753243,72.622204,23.010335,Polygon
commercial,1308753244,72.622146,23.010382,Polygon
commercial,1308753245,72.622102,23.010424,Polygon
commercial,1308753246,72.622127,23.010454,Polygon
commercial,1308753247,72.622088,23.010492,Polygon
commercial,1308753248,72.622328,23.010359,Polygon
commercial,1308753249,72.62233,23.010443,Polygon
commercial,1308753250,72.622256,23.01045,Polygon
commercial,1308753251,72.622236,23.010252,Polygon
commercial,1308753252,72.622385,23.010525,Polygon
commercial,1308753253,72.62234,23.010554,Polygon
commercial,1308753254,72.622409,23.010711,Polygon
commercial,1308753255,72.622422,23.010354,Polygon
commercial,1308753256,72.622556,23.010434,Polygon
commercial,1308753257,72.622558,23.010372,Polygon
commercial,1308753258,72.622527,23.010316,Polygon
commercial,1308753259,72.622296,23.010371,Polygon
residential,1308753260,72.623095,23.010234,Polygon
commercial,1308757925,72.624214,23.009183,Polygon
residential,1308757926,72.623901,23.010485,Polygon
residential,1308757927,72.624058,23.010442,Polygon
residential,1308757928,72.624224,23.01039,Polygon
residential,1308757929,72.624393,23.010336,Polygon
residential,1308757930,72.624821,23.010219,Polygon
residential,1308757931,72.624981,23.01017,Polygon
residential,1308757932,72.625229,23.010146,Polygon
residential,1308757933,72.625414,23.010094,Polygon
residential,1308757934,72.625551,23.01006,Polygon
residential,1308757935,72.625372,23.009942,Polygon
residential,1308757936,72.62471,23.009565,Polygon
residential,1308757937,72.624749,23.009855,Polygon
residential,1308757938,72.624714,23.010004,Polygon
residential,1308757939,72.6249,23.009278,Polygon
residential,1308757940,72.624956,23.00912,Polygon
residential,1308757941,72.625619,23.009098,Polygon
residential,1308757942,72.625939,23.009099,Polygon
industrial,1308757943,72.626539,23.009244,Polygon
industrial,1308757944,72.626712,23.009113,Polygon
industrial,1308757945,72.626491,23.009179,Polygon
residential,1308757947,72.62574,23.009593,Polygon
industrial,1308757948,72.627716,23.009152,Polygon
residential,1308757949,72.627756,23.008716,Polygon
commercial,1308757950,72.627663,23.008434,Polygon
commercial,1308757951,72.627483,23.008387,Polygon
commercial,1308757952,72.627541,23.008506,Polygon
commercial,1308757953,72.627598,23.008618,Polygon
commercial,1308757954,72.62737,23.008399,Polygon
commercial,1308757955,72.627469,23.00858,Polygon
commercial,1308757956,72.627381,23.00861,Polygon
commercial,1308757957,72.6272,23.008487,Polygon
residential,1308757958,72.627517,23.009257,Polygon
residential,1308757959,72.627379,23.009345,Polygon
residential,1308757960,72.627411,23.009444,Polygon
residential,1308757961,72.627435,23.009506,Polygon
industrial,1308757962,72.62703,23.008761,Polygon
residential,1308757963,72.627182,23.009186,Polygon
commercial,1308764116,72.627178,23.007314,Polygon
commercial,1308764127,72.626846,23.006283,Polygon
residential,1308764128,72.626853,23.006444,Polygon
residential,1308764129,72.626887,23.006698,Polygon
residential,1308764130,72.626896,23.006819,Polygon
residential,1308764131,72.626673,23.006336,Polygon
residential,1308764132,72.626696,23.006516,Polygon
residential,1308764133,72.626719,23.006711,Polygon
residential,1308764134,72.626728,23.006857,Polygon
residential,1308764135,72.626465,23.006464,Polygon
residential,1308764136,72.626455,23.006663,Polygon
residential,1308764137,72.626484,23.00683,Polygon
residential,1308764138,72.626549,23.006596,Polygon
residential,1308764140,72.627127,23.006774,Polygon
residential,1308764141,72.627138,23.006595,Polygon
commercial,1308764143,72.627114,23.006309,Polygon
residential,1308767477,72.62445,23.007112,Polygon
residential,1308767493,72.624018,23.007556,Polygon
residential,1308767494,72.623888,23.007543,Polygon
industrial,1308767497,72.623084,23.009023,Polygon
residential,1308778560,72.621741,23.007763,Polygon
residential,1308778561,72.621794,23.00809,Polygon
residential,1308778562,72.621833,23.008367,Polygon
residential,1308778563,72.621871,23.008659,Polygon
residential,1308778564,72.622102,23.009349,Polygon
industrial,1308778565,72.622082,23.009017,Polygon
residential,1308778569,72.621632,23.0096,Polygon
residential,1308778570,72.621584,23.009285,Polygon
residential,1308778571,72.621539,23.008993,Polygon
commercial,1308778573,72.621319,23.009844,Polygon
residential,1308778574,72.621251,23.009592,Polygon
residential,1308778575,72.620962,23.009467,Polygon
residential,1308778576,72.620916,23.009187,Polygon
residential,1308778577,72.620971,23.010016,Polygon
residential,1308778578,72.620943,23.009865,Polygon
residential,1308778579,72.620961,23.009709,Polygon
residential,1308778580,72.621292,23.007862,Polygon
residential,1308778581,72.62108,23.007886,Polygon
residential,1308778582,72.620861,23.007907,Polygon
residential,1308778583,72.620639,23.007924,Polygon
residential,1308778584,72.62043,23.007947,Polygon
residential,1308778585,72.620202,23.007959,Polygon
residential,1308778586,72.619961,23.007989,Polygon
residential,1308778587,72.620732,23.010141,Polygon
residential,1308778588,72.620717,23.010052,Polygon
residential,1308778589,72.620639,23.009501,Polygon
residential,1308778590,72.619891,23.008474,Polygon
residential,1308778591,72.620041,23.008465,Polygon
residential,1308778592,72.620124,23.00879,Polygon
residential,1308778593,72.620133,23.008907,Polygon
residential,1308778594,72.62012,23.009011,Polygon
residential,1308778595,72.620129,23.009106,Polygon
residential,1308778596,72.620055,23.009263,Polygon
residential,1308778597,72.620031,23.009462,Polygon
residential,1308778598,72.619828,23.009593,Polygon
residential,1308778599,72.619835,23.009715,Polygon
residential,1308778600,72.619841,23.009843,Polygon
residential,1308778601,72.61985,23.009963,Polygon
residential,1308778602,72.619855,23.010091,Polygon
residential,1308778603,72.619867,23.010207,Polygon
residential,1308778604,72.61988,23.010328,Polygon
residential,1308778605,72.620273,23.010179,Polygon
residential,1308778606,72.62029,23.010053,Polygon
residential,1308778607,72.620272,23.009859,Polygon
residential,1308778608,72.620283,23.009636,Polygon
industrial,1308778610,72.618378,23.0097,Polygon
industrial,1308778619,72.614145,23.006764,Polygon
commercial,1308778620,72.615098,23.007978,Polygon
commercial,1308778621,72.61543,23.007428,Polygon
commercial,1308778622,72.615355,23.007171,Polygon
commercial,1308778623,72.615224,23.007427,Polygon
commercial,1308778624,72.615687,23.00741,Polygon
industrial,1308778625,72.614707,23.007427,Polygon
residential,1308778632,72.616011,23.008539,Polygon
residential,1308802186,72.623091,23.003667,Polygon
industrial,1308802187,72.620892,23.006818,Polygon
residential,1308802189,72.625816,22.992032,Polygon
commercial,1308802197,72.629769,23.02036,Polygon
residential,1308802220,72.625913,23.012774,Polygon
residential,1308802221,72.625307,23.01709,Polygon
residential,1308805066,72.630231,23.021373,Polygon
residential,1308805067,72.631076,23.021139,Polygon
residential,1308805068,72.626854,23.024902,Polygon
commercial,1308805070,72.623578,23.027653,Polygon
residential,1308805071,72.621162,23.024764,Polygon
residential,1308805072,72.618641,23.027241,Polygon
commercial,1314357191,72.500612,23.027243,Polygon
commercial,1314357192,72.498738,23.028658,Polygon
commercial,1314357193,72.498439,23.028473,Polygon
industrial,1314357198,72.502282,23.027399,Polygon
mixed-use,1324432333,72.517706,23.075552,Polygon
commercial,1327642536,72.563957,22.998447,Polygon
open-space,1328734058,72.60111,23.124328,Polygon
open-space,1328734059,72.600913,23.123177,Polygon
open-space,1328734060,72.601831,23.123644,Polygon
open-space,1328734061,72.599674,23.122206,Polygon
open-space,1328752893,72.596828,23.121248,Polygon
open-space,1328752894,72.599193,23.121715,Polygon
open-space,1328752895,72.598674,23.121915,Polygon
industrial,1328752901,72.598255,23.125241,Polygon
open-space,1328753830,72.600045,23.123883,Polygon
commercial,1329368859,72.595961,23.121749,Polygon
residential,1329372038,72.604543,23.121434,Polygon
residential,1329372039,72.604933,23.121489,Polygon
residential,1329811796,72.601432,23.10267,Polygon
residential,1329811797,72.601329,23.102744,Polygon
residential,1329811798,72.601224,23.102799,Polygon
residential,1329811799,72.601312,23.102904,Polygon
residential,1329811800,72.60111,23.102884,Polygon
residential,1329811801,72.601198,23.102988,Polygon
residential,1329811802,72.601067,23.103078,Polygon
residential,1329811803,72.600974,23.102981,Polygon
residential,1329811804,72.600789,23.103116,Polygon
residential,1329811805,72.600653,23.103218,Polygon
residential,1329811806,72.600876,23.103223,Polygon
residential,1329811807,72.600742,23.103323,Polygon
residential,1329811808,72.600552,23.103291,Polygon
residential,1329811809,72.600462,23.103385,Polygon
residential,1329811810,72.600612,23.103399,Polygon
residential,1329811811,72.600333,23.103491,Polygon
residential,1329811812,72.60034,23.103615,Polygon
residential,1329811813,72.600523,23.10363,Polygon
residential,1329811814,72.600526,23.103515,Polygon
residential,1329811815,72.600011,23.103607,Polygon
residential,1329811816,72.600046,23.103559,Polygon
residential,1329811817,72.600495,23.103813,Polygon
residential,1329811818,72.60034,23.103796,Polygon
residential,1329811819,72.60017,23.103772,Polygon
residential,1329811820,72.599996,23.103746,Polygon
residential,1329811821,72.600466,23.103936,Polygon
residential,1329811822,72.600263,23.103909,Polygon
residential,1329811823,72.600085,23.103887,Polygon
residential,1329811824,72.599876,23.103867,Polygon
residential,1329811825,72.59984,23.103743,Polygon
residential,1329811826,72.599705,23.103844,Polygon
residential,1329811827,72.599308,23.104112,Polygon
residential,1329811828,72.599477,23.104009,Polygon
residential,1329811829,72.599469,23.10413,Polygon
residential,1329811830,72.599637,23.104152,Polygon
residential,1329811831,72.599658,23.104028,Polygon
residential,1329811832,72.59983,23.104176,Polygon
residential,1329811833,72.599841,23.104052,Polygon
residential,1329811834,72.600031,23.104202,Polygon
residential,1329811835,72.600038,23.104081,Polygon
residential,1329811836,72.600232,23.104215,Polygon
residential,1329811837,72.600243,23.104106,Polygon
residential,1329811838,72.600426,23.104183,Polygon
residential,1329811839,72.600675,23.104,Polygon
residential,1329811840,72.6007,23.103857,Polygon
residential,1329811841,72.600721,23.103707,Polygon
residential,1329811842,72.600748,23.103553,Polygon
residential,1329811843,72.600841,23.104275,Polygon
residential,1329811844,72.600846,23.104188,Polygon
commercial,1329811845,72.601086,23.104328,Polygon
residential,1329811846,72.601044,23.103781,Polygon
residential,1329811847,72.601055,23.10385,Polygon
residential,1329811848,72.601157,23.104182,Polygon
residential,1329811849,72.60116,23.104117,Polygon
residential,1329811850,72.601046,23.104113,Polygon
residential,1329811851,72.601044,23.104177,Polygon
residential,1329811852,72.601043,23.104243,Polygon
residential,1329811853,72.601155,23.104246,Polygon
residential,1329811854,72.601052,23.103946,Polygon
residential,1329811855,72.601165,23.103951,Polygon
residential,1329811856,72.601069,23.104013,Polygon
residential,1329811857,72.60115,23.104015,Polygon
residential,1329811858,72.601167,23.103857,Polygon
residential,1329811859,72.601167,23.103791,Polygon
commercial,1329811860,72.601311,23.104353,Polygon
residential,1329811861,72.601271,23.10428,Polygon
residential,1329811862,72.601349,23.104283,Polygon
residential,1329811863,72.601274,23.10414,Polygon
residential,1329811864,72.601379,23.104144,Polygon
residential,1329811865,72.601384,23.103982,Polygon
residential,1329811866,72.60128,23.103977,Polygon
residential,1329811867,72.601292,23.103819,Polygon
residential,1329811868,72.601385,23.103824,Polygon
residential,1329811869,72.60151,23.104349,Polygon
residential,1329811870,72.601522,23.104152,Polygon
residential,1329811871,72.601528,23.103985,Polygon
residential,1329811872,72.601533,23.103828,Polygon
residential,1329811873,72.60164,23.103832,Polygon
residential,1329811874,72.601634,23.104003,Polygon
residential,1329811875,72.601628,23.104177,Polygon
residential,1329811876,72.601622,23.104363,Polygon
residential,1329811877,72.601791,23.104414,Polygon
residential,1329811878,72.601968,23.10444,Polygon
residential,1329811879,72.602144,23.104469,Polygon
residential,1329811880,72.60231,23.104495,Polygon
residential,1329811881,72.6018,23.104304,Polygon
residential,1329811882,72.601985,23.104326,Polygon
residential,1329811883,72.602179,23.104348,Polygon
residential,1329811884,72.601775,23.104114,Polygon
residential,1329811885,72.601796,23.103957,Polygon
residential,1329811886,72.601763,23.103756,Polygon
residential,1329811887,72.601897,23.103707,Polygon
residential,1329811888,72.601937,23.103839,Polygon
residential,1329811889,72.601975,23.103923,Polygon
residential,1329811890,72.602032,23.104033,Polygon
residential,1329811891,72.602133,23.104142,Polygon
commercial,1329811893,72.601915,23.105595,Polygon
residential,1329811894,72.601642,23.105475,Polygon
residential,1329811895,72.601904,23.105055,Polygon
residential,1329811896,72.601647,23.105208,Polygon
residential,1329811897,72.6021,23.104778,Polygon
residential,1329811898,72.602009,23.104922,Polygon
residential,1329811899,72.601836,23.104821,Polygon
residential,1329811900,72.601685,23.104722,Polygon
residential,1329811901,72.601907,23.104724,Polygon
residential,1329811902,72.601625,23.104869,Polygon
residential,1329811903,72.601556,23.105009,Polygon
residential,1329811904,72.601482,23.105172,Polygon
residential,1329811905,72.601417,23.105296,Polygon
residential,1329811906,72.601129,23.105194,Polygon
residential,1329811907,72.60117,23.105085,Polygon
residential,1329811908,72.601207,23.105001,Polygon
residential,1329811909,72.601251,23.104913,Polygon
residential,1329811910,72.60129,23.104827,Polygon
residential,1329811911,72.601332,23.104743,Polygon
residential,1329811912,72.60137,23.104658,Polygon
residential,1329811913,72.601515,23.104682,Polygon
residential,1329811914,72.60147,23.10477,Polygon
residential,1329811915,72.601435,23.104871,Polygon
residential,1329811916,72.601398,23.104954,Polygon
residential,1329811917,72.601353,23.105053,Polygon
residential,1329811918,72.60131,23.105141,Polygon
residential,1329811919,72.601261,23.105236,Polygon
residential,1329811920,72.60069,23.104575,Polygon
residential,1329811921,72.600671,23.104717,Polygon
residential,1329811922,72.600648,23.104869,Polygon
residential,1329811923,72.60063,23.10502,Polygon
residential,1329811924,72.600901,23.104579,Polygon
residential,1329811925,72.600886,23.104712,Polygon
industrial,1329880424,72.602878,23.104491,Polygon
commercial,1329880425,72.603043,23.104675,Polygon
residential,1329880426,72.603387,23.104693,Polygon
residential,1329880427,72.603614,23.104704,Polygon
residential,1329880428,72.60324,23.104389,Polygon
residential,1329880429,72.603498,23.10429,Polygon
residential,1329880430,72.603101,23.104485,Polygon
residential,1329880431,72.603781,23.104456,Polygon
residential,1329880432,72.603824,23.104293,Polygon
residential,1329880433,72.60402,23.104486,Polygon
residential,1329880434,72.604006,23.10434,Polygon
residential,1329880435,72.604059,23.104338,Polygon
residential,1329880436,72.604128,23.104408,Polygon
residential,1329880437,72.604326,23.104537,Polygon
residential,1329880438,72.604504,23.104536,Polygon
